url,domain,checked_at,ok,status_code,final_url,content_type,title,elapsed_seconds,error
https://cepi.net/university-oxford-launches-worlds-first-phase-ii-nipah-virus-vaccine-trial,cepi.net,2026-08-03T10:52:31Z,True,200,https://cepi.net/university-oxford-launches-worlds-first-phase-ii-nipah-virus-vaccine-trial,text/html,University of Oxford launches world’s first Phase II Nipah virus vaccine trial,0.775,
https://www.ox.ac.uk/news/2025-12-15-worlds-first-phase-ii-nipah-virus-vaccine-trial-launch,www.ox.ac.uk,2026-08-03T10:52:32Z,False,403,https://www.ox.ac.uk/news/2025-12-15-worlds-first-phase-ii-nipah-virus-vaccine-trial-launch,text/html; charset=UTF-8,Just a moment...,0.17,
https://cepi.net/establishing-worlds-largest-nipah-virus-vaccine-reserve,cepi.net,2026-08-03T10:52:32Z,True,200,https://cepi.net/establishing-worlds-largest-nipah-virus-vaccine-reserve,text/html,Establishing the world’s largest Nipah virus vaccine reserve,1.012,
https://www.isrctn.com/ISRCTN87634044,www.isrctn.com,2026-08-03T10:52:33Z,True,200,https://www.isrctn.com/holding,text/html; charset=UTF-8,ISRCTN,0.393,
https://www.isrctn.com/ISRCTN62461807,www.isrctn.com,2026-08-03T10:52:33Z,True,200,https://www.isrctn.com/holding,text/html; charset=UTF-8,ISRCTN,0.334,
https://europepmc.org/search?query=%22ChAdOx1%20NipahB%22%20OR%20%22ChAdOx1%20NiV%22,europepmc.org,2026-08-03T10:52:33Z,False,403,https://europepmc.org/search?query=%22ChAdOx1%20NipahB%22%20OR%20%22ChAdOx1%20NiV%22,text/html; charset=iso-8859-1,403 Forbidden,0.834,
https://cepi.net/new-vaccine-set-human-trials-nipah-outbreak-hotspot,cepi.net,2026-08-03T10:52:34Z,True,200,https://cepi.net/new-vaccine-set-human-trials-nipah-outbreak-hotspot,text/html,New vaccine set for human trials in Nipah outbreak hotspot,0.829,
https://cepi-tr.tghn.org/priority-diseases/nipah/,cepi-tr.tghn.org,2026-08-03T10:52:35Z,True,200,https://cepi-tr.tghn.org/priority-diseases/nipah/,text/html; charset=utf-8,Nipah virus • CEPI Technical Resources,1.134,
https://phvaccines.com/PHV02.html,phvaccines.com,2026-08-03T10:52:36Z,True,200,https://phvaccines.com/PHV02.html,text/html,"PHV02 | Public Health Vaccines, LLC",0.226,
https://clinicaltrials.gov/study/NCT05178901,clinicaltrials.gov,2026-08-03T10:52:36Z,True,200,https://clinicaltrials.gov/study/NCT05178901,text/html,ClinicalTrials.gov,0.193,
https://clinicaltrials.gov/study/NCT06221813,clinicaltrials.gov,2026-08-03T10:52:37Z,True,200,https://clinicaltrials.gov/study/NCT06221813,text/html,ClinicalTrials.gov,0.117,
https://europepmc.org/search?query=PHV02%20Nipah%20vaccine,europepmc.org,2026-08-03T10:52:37Z,False,403,https://europepmc.org/search?query=PHV02%20Nipah%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.643,
https://pubmed.ncbi.nlm.nih.gov/41248666/,pubmed.ncbi.nlm.nih.gov,2026-08-03T10:52:37Z,True,200,https://pubmed.ncbi.nlm.nih.gov/41248666/,text/html; charset=utf-8,Checking your browser - reCAPTCHA,0.21,
https://doi.org/10.1016/S0140-6736(25)01390-X,doi.org,2026-08-03T10:52:38Z,False,403,https://www.sciencedirect.com/science/article/pii/S014067362501390X,text/html; charset=UTF-8,ScienceDirect,0.54,
https://clinicaltrials.gov/study/NCT04199169,clinicaltrials.gov,2026-08-03T10:52:38Z,True,200,https://clinicaltrials.gov/study/NCT04199169,text/html,ClinicalTrials.gov,0.129,
https://cepi.net/cepi-funded-nipah-virus-vaccine-candidate-first-reach-phase-1-clinical-trial,cepi.net,2026-08-03T10:52:38Z,True,200,https://cepi.net/cepi-funded-nipah-virus-vaccine-candidate-first-reach-phase-1-clinical-trial,text/html,CEPI-funded Nipah virus vaccine candidate first to reach Phase 1 clinical trial,0.726,
https://www.nature.com/articles/s41541-021-00284-w,www.nature.com,2026-08-03T10:52:39Z,True,200,https://www.nature.com/articles/s41541-021-00284-w,text/html; charset=utf-8,A single dose investigational subunit vaccine for human use against Nipah virus and Hendra virus | npj Vaccines,1.48,
https://europepmc.org/search?query=%22HeV-sG-V%22%20Nipah%20vaccine,europepmc.org,2026-08-03T10:52:41Z,False,403,https://europepmc.org/search?query=%22HeV-sG-V%22%20Nipah%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.82,
https://www.nature.com/articles/s41591-026-04265-1,www.nature.com,2026-08-03T10:52:41Z,True,200,https://www.nature.com/articles/s41591-026-04265-1,text/html; charset=utf-8,A structure-based mRNA vaccine for Nipah virus in healthy adults: a phase 1 trial | Nature Medicine,1.274,
https://pubmed.ncbi.nlm.nih.gov/41820674/,pubmed.ncbi.nlm.nih.gov,2026-08-03T10:52:43Z,True,200,https://pubmed.ncbi.nlm.nih.gov/41820674/,text/html; charset=utf-8,A structure-based mRNA vaccine for Nipah virus in healthy adults: a phase 1 trial,0.424,
https://clinicaltrials.gov/study/NCT05398796,clinicaltrials.gov,2026-08-03T10:52:43Z,True,200,https://clinicaltrials.gov/study/NCT05398796,text/html,ClinicalTrials.gov,0.123,
https://www.nih.gov/news-events/news-releases/nih-launches-clinical-trial-mrna-nipah-virus-vaccine,www.nih.gov,2026-08-03T10:52:43Z,True,200,https://www.nih.gov/news-events/news-releases/nih-launches-clinical-trial-mrna-nipah-virus-vaccine,text/html; charset=UTF-8,NIH launches clinical trial of mRNA Nipah virus vaccine | National Institutes of Health (NIH),0.462,
https://europepmc.org/search?query=%22mRNA-1215%22%20Nipah,europepmc.org,2026-08-03T10:52:44Z,False,403,https://europepmc.org/search?query=%22mRNA-1215%22%20Nipah,text/html; charset=iso-8859-1,403 Forbidden,0.633,
https://cepi.net/ai-enhanced-self-amplifying-mrna-vaccine-set-combat-one-deadliest-known-viruses,cepi.net,2026-08-03T10:52:44Z,True,200,https://cepi.net/ai-enhanced-self-amplifying-mrna-vaccine-set-combat-one-deadliest-known-viruses,text/html,AI-enhanced self-amplifying mRNA vaccine set to combat one of the deadliest known viruses,0.654,
https://gennova.bio/,gennova.bio,2026-08-03T10:52:45Z,True,200,https://gennova.bio/,text/html; charset=UTF-8,Gennova Bio – Transforming Healthcare,1.492,
https://europepmc.org/search?query=Gennova%20self-amplifying%20mRNA%20Nipah%20vaccine,europepmc.org,2026-08-03T10:52:46Z,False,403,https://europepmc.org/search?query=Gennova%20self-amplifying%20mRNA%20Nipah%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.646,
https://www.euvaccine.eu/post/evi-supports-first-in-human-clinical-trial-of-novel-nipah-virus-vaccine,www.euvaccine.eu,2026-08-03T10:52:47Z,True,200,https://www.euvaccine.eu/post/evi-supports-first-in-human-clinical-trial-of-novel-nipah-virus-vaccine,text/html; charset=UTF-8,EVI supports first-in-human clinical trial of novel Nipah virus vaccine,0.256,
https://euclinicaltrials.eu/search-for-clinical-trials/?lang=en,euclinicaltrials.eu,2026-08-03T10:52:47Z,True,200,https://euclinicaltrials.eu/search-for-clinical-trials/?lang=en,text/html,Search for clinical trials - EMA,1.242,
https://www.biosafety.be/content/mv-niv-recombinant-measles-virus-vector-vaccine-against-nipah-virus,www.biosafety.be,2026-08-03T10:52:49Z,False,404,https://www.biosafety.be/content/mv-niv-recombinant-measles-virus-vector-vaccine-against-nipah-virus,text/html; charset=utf-8,Page not found | Belgian Biosafety Server,1.365,
https://europepmc.org/search?query=%22MV-NiV%22%20Nipah%20vaccine,europepmc.org,2026-08-03T10:52:50Z,False,403,https://europepmc.org/search?query=%22MV-NiV%22%20Nipah%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.574,
https://pubmed.ncbi.nlm.nih.gov/38471503/,pubmed.ncbi.nlm.nih.gov,2026-08-03T10:52:50Z,True,200,https://pubmed.ncbi.nlm.nih.gov/38471503/,text/html; charset=utf-8,Checking your browser - reCAPTCHA,0.137,
https://europepmc.org/search?query=CD40%20Nipah%20vaccine,europepmc.org,2026-08-03T10:52:51Z,False,403,https://europepmc.org/search?query=CD40%20Nipah%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.619,
https://www.nature.com/articles/s41541-024-00943-y,www.nature.com,2026-08-03T10:52:51Z,False,404,https://www.nature.com/articles/s41541-024-00943-y,"text/html; charset=""UTF-8""",Page not found | Nature,1.191,
https://www.sciencedirect.com/science/article/pii/S1995820X2400144X,www.sciencedirect.com,2026-08-03T10:52:52Z,False,403,https://www.sciencedirect.com/science/article/pii/S1995820X2400144X,text/html; charset=UTF-8,ScienceDirect,0.089,
https://europepmc.org/search?query=Nipah%20nanoparticle%20vaccine,europepmc.org,2026-08-03T10:52:53Z,False,403,https://europepmc.org/search?query=Nipah%20nanoparticle%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.74,
